"reviewId","content","lowercased","cleaned","slang_handled","stopword_removed","stemmed","tokenized","score"
"dc6878fe-f176-487e-a9e4-3e1a92c4fd26","Maps nya kocak alamat gaada semua susah amat nyarinya ubah rute jg gila biaya nya","maps nya kocak alamat gaada semua susah amat nyarinya ubah rute jg gila biaya nya","maps nya kocak alamat gaada semua susah amat nyarinya ubah rute jg gila biaya nya","maps nya kocak alamat enggak ada semua susah amat nyarinya ubah rute juga gila biaya nya","maps nya kocak alamat enggak semua susah nyarinya ubah rute gila biaya nya","maps nya kocak alamat enggak semua susah nyarinya ubah rute gila biaya nya","['maps', 'nya', 'kocak', 'alamat', 'enggak', 'semua', 'susah', 'nyarinya', 'ubah', 'rute', 'gila', 'biaya', 'nya']","1.0"
"4e4a51bb-206e-4ea0-8b40-007f69043907","Saat saya melakukan order food, pencarian draivernya selalu tidak ketemu kalau begitu kenapa harus ada orderan makanan, lalu saya beralih ke aplikasi ojek online yang lain.","saat saya melakukan order food, pencarian draivernya selalu tidak ketemu kalau begitu kenapa harus ada orderan makanan, lalu saya beralih ke aplikasi ojek online yang lain.","saat saya melakukan order food  pencarian draivernya selalu tidak ketemu kalau begitu kenapa harus ada orderan makanan  lalu saya beralih ke aplikasi ojek online yang lain","saat saya melakukan order food pencarian draivernya selalu tidak ketemu kalau begitu kenapa harus ada orderan makanan lalu saya beralih ke aplikasi ojek online yang lain","melakukan order food pencarian draivernya selalu ketemu kalau orderan makanan lalu beralih aplikasi ojek online","laku order food cari draivernya selalu ketemu kalau order makan lalu alih aplikasi ojek online","['laku', 'order', 'food', 'cari', 'draivernya', 'selalu', 'ketemu', 'kalau', 'order', 'makan', 'lalu', 'alih', 'aplikasi', 'ojek', 'online']","1.0"
"18f99180-ee86-496b-995d-f3f65596bc2d","Baru pesan aja udah minta tarip kaya angkot padahal di aplikasi uang ny ga segitu","baru pesan aja udah minta tarip kaya angkot padahal di aplikasi uang ny ga segitu","baru pesan aja udah minta tarip kaya angkot padahal di aplikasi uang ny ga segitu","baru pesan saja sudah meminta tarip kayak angkot padahal di aplikasi uang nya enggak segitu","baru pesan meminta tarip kayak angkot padahal aplikasi uang nya enggak segitu","baru pesan minta tarip kayak angkot padahal aplikasi uang nya enggak segitu","['baru', 'pesan', 'minta', 'tarip', 'kayak', 'angkot', 'padahal', 'aplikasi', 'uang', 'nya', 'enggak', 'segitu']","1.0"
"af56172a-cc7b-48b6-ae77-4112fb510484","Bagusnya di awal doang, setelah lebih lama pake susah bngt dapet driver meski udah pake fitur percepat dan nambah biaya sampe harus nunggu setengah jam lebih... Parah","bagusnya di awal doang, setelah lebih lama pake susah bngt dapet driver meski udah pake fitur percepat dan nambah biaya sampe harus nunggu setengah jam lebih... parah","bagusnya di awal doang  setelah lebih lama pake susah bngt dapet driver meski udah pake fitur percepat dan nambah biaya sampe harus nunggu setengah jam lebih    parah","bagusnya di awal doang setelah lebih lama pakai susah banget dapat driver meski sudah pakai fitur percepat dan menambah biaya sampai harus menunggu setengah jam lebih parah","bagusnya awal doang lebih lama pakai susah banget driver meski pakai fitur percepat menambah biaya menunggu setengah jam lebih parah","bagus awal doang lebih lama pakai susah banget driver meski pakai fitur cepat tambah biaya tunggu tengah jam lebih parah","['bagus', 'awal', 'doang', 'lebih', 'lama', 'pakai', 'susah', 'banget', 'driver', 'meski', 'pakai', 'fitur', 'cepat', 'tambah', 'biaya', 'tunggu', 'tengah', 'jam', 'lebih', 'parah']","1.0"
"4eae708d-d8b7-4bd4-accb-2cfdfd369c90","Aplikasi ini buruk sekali saya tidak ada mesan bahkan saya belum daftar karna gak dapet dapet kode verifikasi nya, tiba tiba saya di telpon sama drivernya. Gimana sih aneh banget","aplikasi ini buruk sekali saya tidak ada mesan bahkan saya belum daftar karna gak dapet dapet kode verifikasi nya, tiba tiba saya di telpon sama drivernya. gimana sih aneh banget","aplikasi ini buruk sekali saya tidak ada mesan bahkan saya belum daftar karna gak dapet dapet kode verifikasi nya  tiba tiba saya di telpon sama drivernya  gimana sih aneh banget","aplikasi ini buruk sekali saya tidak ada mesan bahkan saya belum daftar karena enggak dapat dapat kode verifikasi nya tiba tiba saya di telpon sama drivernya bagaimana sih aneh banget","aplikasi buruk sekali mesan bahkan daftar enggak kode verifikasi nya tiba tiba telpon sama drivernya bagaimana sih aneh banget","aplikasi buruk sekali mesan bahkan daftar enggak kode verifikasi nya tiba tiba telpon sama drivernya bagaimana sih aneh banget","['aplikasi', 'buruk', 'sekali', 'mesan', 'bahkan', 'daftar', 'enggak', 'kode', 'verifikasi', 'nya', 'tiba', 'tiba', 'telpon', 'sama', 'drivernya', 'bagaimana', 'sih', 'aneh', 'banget']","1.0"
"a3246a65-e068-403d-9496-9cd4543396f4","Saya pelanggan dari bulan agustus 2020 sampe sekarang. Dulu sy Download karna teman sy menyarankan, Karna lebih ekonomis, Pas sy download dan sy pakai maxim. Its ok lah bagus, walaupun maps nya kadang ngebleng. Dan sy recomendasiin ke temen2. Dan lumayan responnya bagus Tapi perbulan april ini. Sy pakai maxim. 1,Makin lama penjemputannya. 2,makin gajelas mapsnya. Jujur sy sangat kecewa sih. Sama maxim. Dulu seneng pakai maxim. Sekarang mikir2 lagi, dah","saya pelanggan dari bulan agustus 2020 sampe sekarang. dulu sy download karna teman sy menyarankan, karna lebih ekonomis, pas sy download dan sy pakai maxim. its ok lah bagus, walaupun maps nya kadang ngebleng. dan sy recomendasiin ke temen2. dan lumayan responnya bagus tapi perbulan april ini. sy pakai maxim. 1,makin lama penjemputannya. 2,makin gajelas mapsnya. jujur sy sangat kecewa sih. sama maxim. dulu seneng pakai maxim. sekarang mikir2 lagi, dah","saya pelanggan dari bulan agustus      sampe sekarang  dulu sy download karna teman sy menyarankan  karna lebih ekonomis  pas sy download dan sy pakai maxim  its ok lah bagus  walaupun maps nya kadang ngebleng  dan sy recomendasiin ke temen   dan lumayan responnya bagus tapi perbulan april ini  sy pakai maxim    makin lama penjemputannya    makin gajelas mapsnya  jujur sy sangat kecewa sih  sama maxim  dulu seneng pakai maxim  sekarang mikir  lagi  dah","saya pelanggan dari bulan agustus sampai sekarang dulu saya download karena teman saya menyarankan karena lebih ekonomis pas saya download dan saya pakai maxim its ok lah bagus walaupun maps nya kadang ngebleng dan saya recomendasiin ke teman dan lumayan responnya bagus tapi perbulan april ini saya pakai maxim makin lama penjemputannya makin enggak jelas mapsnya jujur saya sangat kecewa sih sama maxim dulu senang pakai maxim sekarang mikir lagi deh","pelanggan bulan agustus sekarang dulu download teman menyarankan lebih ekonomis pas download pakai maxim its lah bagus walaupun maps nya kadang ngebleng recomendasiin teman lumayan responnya bagus perbulan april pakai maxim makin lama penjemputannya makin enggak jelas mapsnya jujur sangat kecewa sih sama maxim dulu senang pakai maxim sekarang mikir deh","langgan bulan agustus sekarang dulu download teman saran lebih ekonomis pas download pakai maxim its lah bagus walaupun maps nya kadang ngebleng recomendasiin teman lumayan responnya bagus bulan april pakai maxim makin lama jemput makin enggak jelas mapsnya jujur sangat kecewa sih sama maxim dulu senang pakai maxim sekarang mikir deh","['langgan', 'bulan', 'agustus', 'sekarang', 'dulu', 'download', 'teman', 'saran', 'lebih', 'ekonomis', 'pas', 'download', 'pakai', 'maxim', 'its', 'lah', 'bagus', 'walaupun', 'maps', 'nya', 'kadang', 'ngebleng', 'recomendasiin', 'teman', 'lumayan', 'responnya', 'bagus', 'bulan', 'april', 'pakai', 'maxim', 'makin', 'lama', 'jemput', 'makin', 'enggak', 'jelas', 'mapsnya', 'jujur', 'sangat', 'kecewa', 'sih', 'sama', 'maxim', 'dulu', 'senang', 'pakai', 'maxim', 'sekarang', 'mikir', 'deh']","1.0"
"82cbca5f-2c03-4635-b7b1-13e058ccb0b4","Map Makin G jelas PAYAH!","map makin g jelas payah!","map makin g jelas payah","map makin enggak jelas payah","map makin enggak jelas payah","map makin enggak jelas payah","['map', 'makin', 'enggak', 'jelas', 'payah']","1.0"
"3cdf5c2a-15f3-41ac-9f7e-7aa709646f9c","Maxim murah dan murahan.","maxim murah dan murahan.","maxim murah dan murahan","maxim murah dan murahan","maxim murah murahan","maxim murah murah","['maxim', 'murah', 'murah']","1.0"
"c104923b-ed91-464b-898c-14082e91ff8e","Seperti tidak sincron sama google map susah","seperti tidak sincron sama google map susah","seperti tidak sincron sama google map susah","seperti tidak sincron sama google map susah","sincron sama google map susah","sincron sama google map susah","['sincron', 'sama', 'google', 'map', 'susah']","1.0"
"c23ac5ae-f2ef-4426-9518-482e0820b017","Gilak Driver Maxim ya, meskipun rata rata pegawainya baik baik aja, tapi semalam pas aku order kebetulan ktemu pegawai yg ga ada otak, udah jelas biaya driver nya udah tercantum dan dia malah motong banyak duitku untuk bayar ongkosnya.. pemotongan secara pribadi itu namanya, diluar aturan maxim, karena dia bilang itu adalah uang tunggu nya. Dia nunggu selama stengah jam jadi harus dibayar. Gilak ya..bukan sekali dua aku order Maxim, dan baru kali ini ketemu driver yg pikiran nya yg licik kek gt","gilak driver maxim ya, meskipun rata rata pegawainya baik baik aja, tapi semalam pas aku order kebetulan ktemu pegawai yg ga ada otak, udah jelas biaya driver nya udah tercantum dan dia malah motong banyak duitku untuk bayar ongkosnya.. pemotongan secara pribadi itu namanya, diluar aturan maxim, karena dia bilang itu adalah uang tunggu nya. dia nunggu selama stengah jam jadi harus dibayar. gilak ya..bukan sekali dua aku order maxim, dan baru kali ini ketemu driver yg pikiran nya yg licik kek gt","gilak driver maxim ya  meskipun rata rata pegawainya baik baik aja  tapi semalam pas aku order kebetulan ktemu pegawai yg ga ada otak  udah jelas biaya driver nya udah tercantum dan dia malah motong banyak duitku untuk bayar ongkosnya   pemotongan secara pribadi itu namanya  diluar aturan maxim  karena dia bilang itu adalah uang tunggu nya  dia nunggu selama stengah jam jadi harus dibayar  gilak ya  bukan sekali dua aku order maxim  dan baru kali ini ketemu driver yg pikiran nya yg licik kek gt","gila driver maxim ya meskipun rata rata pegawainya baik baik saja tapi semalam pas aku order kebetulan ketemu pegawai yang enggak ada otak sudah jelas biaya driver nya sudah tercantum dan dia malah motong banyak duitku untuk bayar ongkosnya pemotongan secara pribadi itu namanya diluar aturan maxim karena dia bilang itu adalah uang tunggu nya dia menunggu selama stengah jam jadi harus dibayar gila ya bukan sekali dua aku order maxim dan baru kali ini ketemu driver yang pikiran nya yang licik kayak begitu","gila driver maxim meskipun rata rata pegawainya baik baik semalam pas aku order kebetulan ketemu pegawai enggak otak jelas biaya driver nya tercantum malah motong banyak duitku bayar ongkosnya pemotongan pribadi namanya diluar aturan maxim bilang uang tunggu nya menunggu selama stengah jam jadi dibayar gila bukan sekali aku order maxim baru kali ketemu driver pikiran nya licik kayak","gila driver maxim meski rata rata pegawai baik baik malam pas aku order betul ketemu pegawai enggak otak jelas biaya driver nya cantum malah motong banyak duit bayar ongkos potong pribadi nama luar atur maxim bilang uang tunggu nya tunggu lama stengah jam jadi bayar gila bukan sekali aku order maxim baru kali ketemu driver pikir nya licik kayak","['gila', 'driver', 'maxim', 'meski', 'rata', 'rata', 'pegawai', 'baik', 'baik', 'malam', 'pas', 'aku', 'order', 'betul', 'ketemu', 'pegawai', 'enggak', 'otak', 'jelas', 'biaya', 'driver', 'nya', 'cantum', 'malah', 'motong', 'banyak', 'duit', 'bayar', 'ongkos', 'potong', 'pribadi', 'nama', 'luar', 'atur', 'maxim', 'bilang', 'uang', 'tunggu', 'nya', 'tunggu', 'lama', 'stengah', 'jam', 'jadi', 'bayar', 'gila', 'bukan', 'sekali', 'aku', 'order', 'maxim', 'baru', 'kali', 'ketemu', 'driver', 'pikir', 'nya', 'licik', 'kayak']","1.0"
